accession,lineage,scorpio_name
EPI_ISL_16197591,BA.2,Omicron (BA.2-like)
EPI_ISL_12958915,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15497816,BA.2.3,Omicron (BA.2-like)
EPI_ISL_9909474,AY.4,Delta (AY.4-like)
EPI_ISL_16232746,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292560,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16211955,BA.2,Omicron (BA.2-like)
EPI_ISL_16197810,BA.2,Omicron (BA.2-like)
EPI_ISL_16196272,AY.126,Delta (B.1.617.2-like)
EPI_ISL_16211376,BA.2,Omicron (BA.2-like)
EPI_ISL_16197715,BA.2,Omicron (BA.2-like)
EPI_ISL_12351680,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15497118,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729387,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211555,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13209257,BA.5.1.3,Omicron (BA.5-like)
EPI_ISL_13538678,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498445,BA.2,Omicron (BA.2-like)
EPI_ISL_16211232,BA.2,Omicron (BA.2-like)
EPI_ISL_16233478,BA.2,Omicron (BA.2-like)
EPI_ISL_13292575,BA.2,Omicron (BA.2-like)
EPI_ISL_16197819,BA.2,Omicron (BA.2-like)
EPI_ISL_10874776,BA.2,Omicron (BA.2-like)
EPI_ISL_16197252,BA.2,Omicron (BA.2-like)
EPI_ISL_16239412,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211914,BA.2,Omicron (BA.2-like)
EPI_ISL_9909483,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13716774,BA.5.1.17,Omicron (BA.5-like)
EPI_ISL_16197272,BA.1.1,Omicron (Unassigned)
EPI_ISL_16197005,BA.1.1,Omicron (Unassigned)
EPI_ISL_16197452,BA.2.3,Omicron (BA.2-like)
EPI_ISL_9612974,AY.122,Delta (B.1.617.2-like)
EPI_ISL_11140607,AY.127,Delta (B.1.617.2-like)
EPI_ISL_15497984,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9909497,AY.43,Delta (B.1.617.2-like)
EPI_ISL_14728059,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16197764,BA.2,Omicron (BA.2-like)
EPI_ISL_16197919,BA.2,Omicron (BA.2-like)
EPI_ISL_13209279,BA.2,Omicron (BA.2-like)
EPI_ISL_16232804,BA.2,Omicron (BA.2-like)
EPI_ISL_16177967,AY.127,Delta (B.1.617.2-like)
EPI_ISL_16211779,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16177952,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13300837,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211685,BA.2,Omicron (BA.2-like)
EPI_ISL_16197838,BA.2,Omicron (BA.2-like)
EPI_ISL_16438721,BA.4,Omicron (BA.4-like)
EPI_ISL_16197700,BA.5,Omicron (BA.5-like)
EPI_ISL_13716814,BA.5,Omicron (BA.5-like)
EPI_ISL_13293012,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16438532,BA.2.56,Omicron (BA.2-like)
EPI_ISL_14729042,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9909469,AY.43,Delta (B.1.617.2-like)
EPI_ISL_14727823,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16195946,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16197877,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233044,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197439,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211566,BA.2,Omicron (BA.2-like)
EPI_ISL_13293040,BA.2,Omicron (BA.2-like)
EPI_ISL_16195551,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16240547,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16438743,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16196152,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292734,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14728964,BA.4.4,Omicron (BA.4-like)
EPI_ISL_10738929,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729016,BA.2,Omicron (BA.2-like)
EPI_ISL_12351650,BA.2,Omicron (BA.2-like)
EPI_ISL_16239731,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232745,BA.2,Omicron (BA.2-like)
EPI_ISL_9612973,AY.122,Delta (B.1.617.2-like)
EPI_ISL_13300965,AY.122,Delta (B.1.617.2-like)
EPI_ISL_12351864,BA.2,Omicron (BA.2-like)
EPI_ISL_16196826,AY.4,Delta (AY.4-like)
EPI_ISL_9909404,AY.4,Delta (AY.4-like)
EPI_ISL_16211009,BA.2,Omicron (BA.2-like)
EPI_ISL_16211579,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197971,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9909466,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197798,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13855431,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438733,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211392,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351889,BA.2,Omicron (BA.2-like)
EPI_ISL_16239605,BA.2,Omicron (BA.2-like)
EPI_ISL_13293065,BA.2,Omicron (BA.2-like)
EPI_ISL_16197085,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498174,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211100,BA.2,Omicron (BA.2-like)
EPI_ISL_16211007,BA.2,Omicron (BA.2-like)
EPI_ISL_15498294,BA.2,Omicron (BA.2-like)
EPI_ISL_16211981,BA.2,Omicron (BA.2-like)
EPI_ISL_16211250,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_14729277,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16240394,BA.2.9.3,Omicron (BA.2-like)
EPI_ISL_16211825,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14476529,BA.2,Omicron (BA.2-like)
EPI_ISL_14729292,BA.2,Omicron (BA.2-like)
EPI_ISL_12829087,BA.2,Omicron (BA.2-like)
EPI_ISL_16211659,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211745,BA.4,Omicron (BA.4-like)
EPI_ISL_16438576,BA.4,Omicron (BA.4-like)
EPI_ISL_16197596,BA.2,Omicron (BA.2-like)
EPI_ISL_15497693,BA.2,Omicron (BA.2-like)
EPI_ISL_15498316,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13716785,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13175602,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13091603,BA.2,Omicron (BA.2-like)
EPI_ISL_16195652,BA.2,Omicron (BA.2-like)
EPI_ISL_15496984,BA.1.17.2,Omicron (BA.1-like)
EPI_ISL_14728025,BA.2,Omicron (BA.2-like)
EPI_ISL_16444365,BA.2,Omicron (BA.2-like)
EPI_ISL_16197693,BA.2,Omicron (BA.2-like)
EPI_ISL_16197367,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729307,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729405,BA.2,Omicron (BA.2-like)
EPI_ISL_16212069,BA.2,Omicron (BA.2-like)
EPI_ISL_16233251,BA.2,Omicron (BA.2-like)
EPI_ISL_10227034,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211979,BA.2,Omicron (BA.2-like)
EPI_ISL_16239611,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14729262,BA.2,Omicron (BA.2-like)
EPI_ISL_12351756,BA.2,Omicron (BA.2-like)
EPI_ISL_16197179,BA.2,Omicron (BA.2-like)
EPI_ISL_15498181,BA.2,Omicron (BA.2-like)
EPI_ISL_15497415,BA.2,Omicron (BA.2-like)
EPI_ISL_16232822,BA.2,Omicron (BA.2-like)
EPI_ISL_16233007,BA.2,Omicron (BA.2-like)
EPI_ISL_12351964,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15496998,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729285,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729060,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_15497045,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16211508,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197999,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351890,BA.2,Omicron (BA.2-like)
EPI_ISL_16195577,BA.1,Omicron (BA.1-like)
EPI_ISL_16239479,BA.2,Omicron (BA.2-like)
EPI_ISL_14727995,BA.2.9.3,Omicron (BA.2-like)
EPI_ISL_13292621,BA.2,Omicron (BA.2-like)
EPI_ISL_15498637,BA.2,Omicron (BA.2-like)
EPI_ISL_15156957,BA.4.1,Omicron (BA.4-like)
EPI_ISL_14727622,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727832,BA.5.1.3,Omicron (BA.5-like)
EPI_ISL_16233309,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16197378,BA.2,Omicron (BA.2-like)
EPI_ISL_14729274,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232820,BA.2,Omicron (BA.2-like)
EPI_ISL_16196805,BA.2,Omicron (BA.2-like)
EPI_ISL_16239728,BA.2,Omicron (BA.2-like)
EPI_ISL_14729374,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211414,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211261,BA.2,Omicron (BA.2-like)
EPI_ISL_15497856,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16195661,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16211312,AY.43,Delta (B.1.617.2-like)
EPI_ISL_15498399,AY.43,Delta (B.1.617.2-like)
EPI_ISL_8774434,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16197454,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16196787,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16178082,AY.122,Delta (B.1.617.2-like)
EPI_ISL_16239741,BA.2,Omicron (Unassigned)
EPI_ISL_16196109,BA.2,Omicron (Unassigned)
EPI_ISL_16177547,BA.1.17,Omicron (BA.1-like)
EPI_ISL_11160317,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16239648,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16233116,BA.2,Omicron (BA.2-like)
EPI_ISL_9703906,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13300858,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196043,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498635,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13476990,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233551,BA.2,Omicron (BA.2-like)
EPI_ISL_14727633,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_16239571,BA.2,Omicron (BA.2-like)
EPI_ISL_16233074,BA.2,Omicron (BA.2-like)
EPI_ISL_16240595,BA.2,Omicron (BA.2-like)
EPI_ISL_14729421,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_8894120,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_10955205,BA.2,Omicron (BA.2-like)
EPI_ISL_16212000,BA.2,Omicron (BA.2-like)
EPI_ISL_16194844,B.1.1.529,nan
EPI_ISL_15498421,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197410,BA.2,Omicron (BA.2-like)
EPI_ISL_16240257,BA.2,Omicron (BA.2-like)
EPI_ISL_16197852,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197545,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13300839,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16438369,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16233303,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16239640,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438730,BF.1,Omicron (BA.5-like)
EPI_ISL_14729087,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_14729066,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211541,BA.1,Omicron (BA.1-like)
EPI_ISL_16196785,BA.1,Omicron (BA.1-like)
EPI_ISL_12351582,BA.2,Omicron (BA.2-like)
EPI_ISL_9909428,AY.43,Delta (B.1.617.2-like)
EPI_ISL_15498040,BA.2,Omicron (BA.2-like)
EPI_ISL_13489826,BA.2.56,Omicron (BA.2-like)
EPI_ISL_11495449,AY.127,Delta (B.1.617.2-like)
EPI_ISL_14728097,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15497406,BA.2,Omicron (BA.2-like)
EPI_ISL_12351726,BA.2,Omicron (BA.2-like)
EPI_ISL_16211285,BA.2,Omicron (BA.2-like)
EPI_ISL_10856837,AY.125,Delta (B.1.617.2-like)
EPI_ISL_16438452,BA.4,Omicron (BA.4-like)
EPI_ISL_16177941,AY.43,Delta (B.1.617.2-like)
EPI_ISL_12351805,BA.2,Omicron (BA.2-like)
EPI_ISL_12351580,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211255,XAU,Omicron (BA.2-like)
EPI_ISL_15497914,XAU,Omicron (BA.2-like)
EPI_ISL_14728992,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729043,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13300953,BA.2,Omicron (BA.2-like)
EPI_ISL_16211947,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438516,BA.2,Omicron (BA.2-like)
EPI_ISL_16195977,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13300846,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727508,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_14729159,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12995218,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438728,BA.5.2,Omicron (BA.5-like)
EPI_ISL_16233276,BA.2,Omicron (BA.2-like)
EPI_ISL_12351520,BA.2,Omicron (BA.2-like)
EPI_ISL_10856703,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13292926,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16196866,BA.1.17,Omicron (BA.1-like)
EPI_ISL_15214013,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12511490,BA.2,Omicron (BA.2-like)
EPI_ISL_16439088,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12492553,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497997,BA.2,Omicron (BA.2-like)
EPI_ISL_12351554,BA.2,Omicron (BA.2-like)
EPI_ISL_16438486,BE.1,Omicron (BA.5-like)
EPI_ISL_13476984,BE.1,Omicron (BA.5-like)
EPI_ISL_16240556,BA.2.18,Omicron (BA.2-like)
EPI_ISL_15498619,BA.2,Omicron (BA.2-like)
EPI_ISL_16195690,BA.1.1,Omicron (BA.1-like)
EPI_ISL_15498536,BA.2,Omicron (BA.2-like)
EPI_ISL_14052010,BA.2.56,Omicron (BA.2-like)
EPI_ISL_9084547,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16233229,BA.2,Omicron (BA.2-like)
EPI_ISL_12351530,BA.2,Omicron (BA.2-like)
EPI_ISL_15497003,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438678,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729473,XAU,Omicron (BA.2-like)
EPI_ISL_16233437,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211091,BA.2,Omicron (BA.2-like)
EPI_ISL_15497429,BA.2,Omicron (BA.2-like)
EPI_ISL_16198010,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13476959,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16195563,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498700,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292666,BA.2,Omicron (BA.2-like)
EPI_ISL_16180689,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16197811,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16240320,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14729401,BA.2.56,Omicron (BA.2-like)
EPI_ISL_15498200,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498716,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16240259,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16197579,BA.2,Omicron (BA.2-like)
EPI_ISL_15498449,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233370,AY.34,Delta (B.1.617.2-like)
EPI_ISL_9909521,AY.34,Delta (B.1.617.2-like)
EPI_ISL_14727494,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9029293,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16439125,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16211125,BA.2,Omicron (BA.2-like)
EPI_ISL_16211711,BA.2,Omicron (BA.2-like)
EPI_ISL_15498669,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_14729000,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16196978,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15496996,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12829134,BA.2.9,Omicron (BA.2-like)
EPI_ISL_11786056,BA.2,Omicron (BA.2-like)
EPI_ISL_14729303,BA.2,Omicron (BA.2-like)
EPI_ISL_10856828,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_15498493,BA.2.18,Omicron (BA.2-like)
EPI_ISL_8894164,BA.2,Omicron (BA.2-like)
EPI_ISL_12351868,BA.2,Omicron (BA.2-like)
EPI_ISL_14727489,BE.1.1,Omicron (BA.5-like)
EPI_ISL_16195521,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16233345,BA.2,Omicron (BA.2-like)
EPI_ISL_13300971,BA.2,Omicron (BA.2-like)
EPI_ISL_16211785,BA.2,Omicron (BA.2-like)
EPI_ISL_14727472,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16197796,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498115,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196250,BA.2,Omicron (BA.2-like)
EPI_ISL_14727719,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197204,BA.2,Omicron (BA.2-like)
EPI_ISL_12351972,BA.2,Omicron (BA.2-like)
EPI_ISL_12351969,BA.2,Omicron (BA.2-like)
EPI_ISL_16211319,BA.2,Omicron (BA.2-like)
EPI_ISL_15496972,BA.2,Omicron (BA.2-like)
EPI_ISL_16197584,BA.2,Omicron (BA.2-like)
EPI_ISL_16438673,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_15497936,BA.2,Omicron (BA.2-like)
EPI_ISL_16239670,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195806,BA.2,Omicron (BA.2-like)
EPI_ISL_16197844,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729433,BA.2,Omicron (BA.2-like)
EPI_ISL_13300968,BA.2,Omicron (BA.2-like)
EPI_ISL_16211804,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16197815,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16211871,BA.2,Omicron (BA.2-like)
EPI_ISL_16233157,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16195660,BA.1.17.2,Omicron (BA.1-like)
EPI_ISL_16197694,BA.2.10,Omicron (BA.2-like)
EPI_ISL_16211558,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16239637,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16195970,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16211044,BA.2,Omicron (BA.2-like)
EPI_ISL_15497846,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9612977,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16196029,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_14729195,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_9909462,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9620331,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729301,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9612979,AY.122,Delta (B.1.617.2-like)
EPI_ISL_14728026,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16177480,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16239752,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16180803,AY.43,Delta (B.1.617.2-like)
EPI_ISL_10934689,BA.2,Omicron (BA.2-like)
EPI_ISL_15498060,BA.2,Omicron (BA.2-like)
EPI_ISL_13538669,BA.2,Omicron (BA.2-like)
EPI_ISL_16212016,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9909411,BA.2,Omicron (BA.2-like)
EPI_ISL_16233068,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351562,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196010,BA.1.17,Omicron (BA.1-like)
EPI_ISL_8585279,BA.2,Omicron (BA.2-like)
EPI_ISL_16197231,BA.2,Omicron (BA.2-like)
EPI_ISL_11454991,BA.2,Omicron (BA.2-like)
EPI_ISL_16240485,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_15498372,BA.2,Omicron (BA.2-like)
EPI_ISL_13501223,BA.2,Omicron (BA.2-like)
EPI_ISL_12351912,BA.2,Omicron (BA.2-like)
EPI_ISL_10856799,BA.1,Omicron (BA.1-like)
EPI_ISL_15497825,BA.2,Omicron (BA.2-like)
EPI_ISL_16211145,BA.2,Omicron (BA.2-like)
EPI_ISL_13408145,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_12492548,BA.2,Omicron (BA.2-like)
EPI_ISL_16438416,BA.4,Omicron (BA.4-like)
EPI_ISL_16438640,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729346,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729261,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498228,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14496066,BA.2,Omicron (Unassigned)
EPI_ISL_15031708,BE.1,Omicron (BA.5-like)
EPI_ISL_16438625,BA.5,Omicron (BA.5-like)
EPI_ISL_16195922,BA.2,Omicron (BA.2-like)
EPI_ISL_16240546,BA.2,Omicron (BA.2-like)
EPI_ISL_12351545,BA.2,Omicron (BA.2-like)
EPI_ISL_9949108,AY.125,Delta (B.1.617.2-like)
EPI_ISL_14841350,AY.43,Delta (B.1.617.2-like)
EPI_ISL_11140471,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16197535,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211177,BA.2,Omicron (BA.2-like)
EPI_ISL_16232910,BA.2,Omicron (BA.2-like)
EPI_ISL_15498255,BA.2,Omicron (BA.2-like)
EPI_ISL_16211944,BA.2.1,Omicron (BA.2-like)
EPI_ISL_16977600,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211668,BA.1.1,Omicron (BA.1-like)
EPI_ISL_15497006,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16233497,BA.2,Omicron (BA.2-like)
EPI_ISL_9909432,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9703915,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16196127,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498041,BA.2,Omicron (BA.2-like)
EPI_ISL_16195786,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197766,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438686,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211016,BA.2,Omicron (BA.2-like)
EPI_ISL_16239450,BA.2,Omicron (BA.2-like)
EPI_ISL_12687997,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211993,BA.2.23,Omicron (BA.2-like)
EPI_ISL_10856888,B.1.351.5,Beta (B.1.351-like)
EPI_ISL_13990760,BA.2,Omicron (BA.2-like)
EPI_ISL_11067339,BA.2,Omicron (BA.2-like)
EPI_ISL_13300925,BA.2,Omicron (BA.2-like)
EPI_ISL_16211108,BA.2,Omicron (BA.2-like)
EPI_ISL_9320285,AY.127,Delta (B.1.617.2-like)
EPI_ISL_16211400,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211034,BA.2,Omicron (BA.2-like)
EPI_ISL_12157021,BA.2,Omicron (BA.2-like)
EPI_ISL_10856701,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13292793,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729525,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211612,BA.2,Omicron (BA.2-like)
EPI_ISL_11160312,BA.1.1,Omicron (BA.1-like)
EPI_ISL_10680578,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13520138,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16239792,BA.2.23,Omicron (BA.2-like)
EPI_ISL_12351988,BA.2,Omicron (BA.2-like)
EPI_ISL_14727625,BA.2.56,Omicron (BA.2-like)
EPI_ISL_14729451,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16240334,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195996,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16194580,BA.2,Omicron (BA.2-like)
EPI_ISL_15498172,BA.2,Omicron (BA.2-like)
EPI_ISL_16233355,BA.2,Omicron (BA.2-like)
EPI_ISL_16438498,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16196792,BA.2,Omicron (BA.2-like)
EPI_ISL_16211643,BA.2,Omicron (BA.2-like)
EPI_ISL_16233142,BA.2,Omicron (BA.2-like)
EPI_ISL_14729080,BF.1,Omicron (BA.5-like)
EPI_ISL_12351839,BA.2,Omicron (BA.2-like)
EPI_ISL_12351970,BA.2,Omicron (BA.2-like)
EPI_ISL_16232761,BA.2,Omicron (BA.2-like)
EPI_ISL_16197174,BA.1,Omicron (BA.1-like)
EPI_ISL_13292817,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14729057,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16239662,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16211027,BA.2,Omicron (BA.2-like)
EPI_ISL_16198011,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16239701,BA.2.54,Omicron (BA.2-like)
EPI_ISL_15497859,BA.2,Omicron (BA.2-like)
EPI_ISL_15498497,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_12351996,BA.5,Omicron (BA.5-like)
EPI_ISL_16439238,BA.5,Omicron (BA.5-like)
EPI_ISL_16211063,BA.2,Omicron (BA.2-like)
EPI_ISL_16211800,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12958929,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211726,BA.2.36,Omicron (BA.2-like)
EPI_ISL_13292697,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16212033,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498714,BA.2,Omicron (BA.2-like)
EPI_ISL_12918733,BA.2,Omicron (BA.2-like)
EPI_ISL_16438493,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16211943,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13300893,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16233592,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16212072,BA.1.18,Omicron (BA.1-like)
EPI_ISL_15497044,BA.1.18,Omicron (BA.1-like)
EPI_ISL_16198061,BA.1,Omicron (BA.1-like)
EPI_ISL_16233272,BA.1,Omicron (BA.1-like)
EPI_ISL_16211265,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16196018,BA.1.1,Omicron (BA.1-like)
EPI_ISL_14729414,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16233200,BA.5.1.23,Omicron (BA.5-like)
